"Pattern","Cohort","r","var","span","sex"
"M",1920,0.877449755790385,"PASTMEM",0.5,"m"
"T",1925,0.500510843564453,"PASTMEM",0.5,"m"
"A",1925,0.951538820986151,"PASTMEM",0.5,"m"
"L",1925,0.499491858229909,"PASTMEM",0.5,"m"
"M",1925,0.865251834843929,"PASTMEM",0.5,"m"
"T",1905,0.463489762360717,"SS",0.5,"f"
"A",1905,0.835586485724748,"SS",0.5,"f"
"L",1905,0.421431313592498,"SS",0.5,"f"
"M",1905,0.853682788593146,"SS",0.5,"f"
"T",1910,0.922306875379111,"SS",0.5,"f"
"A",1910,0.632927287232487,"SS",0.5,"f"
"L",1910,0.000496274139961606,"SS",0.5,"f"
"M",1910,0.908405647049223,"SS",0.5,"f"
"T",1915,0.960261886321609,"SS",0.5,"f"
"A",1915,0.514861577024955,"SS",0.5,"f"
"L",1915,0.144628794478606,"SS",0.5,"f"
"M",1915,0.842411044965761,"SS",0.5,"f"
"T",1920,0.834561428046214,"SS",0.5,"f"
"A",1920,0.711668163238681,"SS",0.5,"f"
"L",1920,0.112238980842745,"SS",0.5,"f"
"M",1920,0.919805665486947,"SS",0.5,"f"
"T",1925,0.922529431315235,"SS",0.5,"f"
"A",1925,0.711015504817572,"SS",0.5,"f"
"L",1925,0.122186478398986,"SS",0.5,"f"
"M",1925,0.951945389014315,"SS",0.5,"f"
"T",1905,0.393267280109218,"SS",0.5,"m"
"A",1905,0.779164092440731,"SS",0.5,"m"
"L",1905,0.970125758277529,"SS",0.5,"m"
"M",1905,0.335379433898059,"SS",0.5,"m"
"T",1910,0.71198202877891,"SS",0.5,"m"
"A",1910,0.261367874988998,"SS",0.5,"m"
"L",1910,0.750344162970091,"SS",0.5,"m"
"M",1910,0.163272893847473,"SS",0.5,"m"
"T",1915,0.57894036450378,"SS",0.5,"m"
"A",1915,0.918793004732891,"SS",0.5,"m"
"L",1915,0.521187308304019,"SS",0.5,"m"
"M",1915,0.944307034042719,"SS",0.5,"m"
"T",1920,0.344450707205531,"SS",0.5,"m"
"A",1920,0.723818626558785,"SS",0.5,"m"
"L",1920,0.476414662204372,"SS",0.5,"m"
"M",1920,0.681365151523867,"SS",0.5,"m"
"T",1925,0.581591664965574,"SS",0.5,"m"
"A",1925,0.75371426557865,"SS",0.5,"m"
"L",1925,0.228437442723607,"SS",0.5,"m"
"M",1925,0.788444424868438,"SS",0.5,"m"
"T",1905,0.826662103317931,"C20B",0.5,"f"
"A",1905,0.523991067505688,"C20B",0.5,"f"
"L",1905,0.110494834231833,"C20B",0.5,"f"
"M",1905,0.834466950534014,"C20B",0.5,"f"
"T",1910,0.65961797683809,"C20B",0.5,"f"
"A",1910,0.762622385565993,"C20B",0.5,"f"
"L",1910,0.309608774600196,"C20B",0.5,"f"
"M",1910,0.872025793817187,"C20B",0.5,"f"
"T",1915,0.543966832446348,"C20B",0.5,"f"
"A",1915,0.871968541519848,"C20B",0.5,"f"
"L",1915,0.498382029834109,"C20B",0.5,"f"
"M",1915,0.893487966063373,"C20B",0.5,"f"
"T",1920,0.648043524249831,"C20B",0.5,"f"
"A",1920,0.817981480585852,"C20B",0.5,"f"
"L",1920,0.352519997651672,"C20B",0.5,"f"
"M",1920,0.900404621446068,"C20B",0.5,"f"
"T",1925,0.71575139793666,"C20B",0.5,"f"
"A",1925,0.888461860426474,"C20B",0.5,"f"
"L",1925,0.242015834958624,"C20B",0.5,"f"
"M",1925,0.946206409305032,"C20B",0.5,"f"
"T",1905,0.920295163139194,"C20B",0.5,"m"
"A",1905,0.122286186085774,"C20B",0.5,"m"
"L",1905,0.750610930450273,"C20B",0.5,"m"
"M",1905,0.418917237930342,"C20B",0.5,"m"
"T",1910,0.886643812201756,"C20B",0.5,"m"
"A",1910,0.319795636770211,"C20B",0.5,"m"
"L",1910,0.289135182446362,"C20B",0.5,"m"
"M",1910,0.666213757515793,"C20B",0.5,"m"
"T",1915,0.711428602443681,"C20B",0.5,"m"
"A",1915,0.619603593445132,"C20B",0.5,"m"
"L",1915,0.131007388589923,"C20B",0.5,"m"
"M",1915,0.794957381632315,"C20B",0.5,"m"
"T",1920,0.610618756999124,"C20B",0.5,"m"
"A",1920,0.77532427845978,"C20B",0.5,"m"
"L",1920,0.33681081771801,"C20B",0.5,"m"
"M",1920,0.835756576676471,"C20B",0.5,"m"
"T",1925,0.576304152072835,"C20B",0.5,"m"
"A",1925,0.922557158996919,"C20B",0.5,"m"
"L",1925,0.402055865332562,"C20B",0.5,"m"
"M",1925,0.889585081592258,"C20B",0.5,"m"
"T",1905,0.69612381913654,"NAMEMO",0.5,"f"
"A",1905,0.783790149726726,"NAMEMO",0.5,"f"
"L",1905,0.212564638615897,"NAMEMO",0.5,"f"
"M",1905,0.946622825047549,"NAMEMO",0.5,"f"
"T",1910,0.662215276473921,"NAMEMO",0.5,"f"
"A",1910,0.863130675726368,"NAMEMO",0.5,"f"
"L",1910,0.4083332866828,"NAMEMO",0.5,"f"
"M",1910,0.945404109580346,"NAMEMO",0.5,"f"
"T",1915,0.621432619591017,"NAMEMO",0.5,"f"
"A",1915,0.878681263904154,"NAMEMO",0.5,"f"
"L",1915,0.45189266071549,"NAMEMO",0.5,"f"
"M",1915,0.936467331013475,"NAMEMO",0.5,"f"
"T",1920,0.682182696240082,"NAMEMO",0.5,"f"
"A",1920,0.895047110062041,"NAMEMO",0.5,"f"
"L",1920,0.405064944448218,"NAMEMO",0.5,"f"
"M",1920,0.971672911148562,"NAMEMO",0.5,"f"
"T",1925,0.613518980311029,"NAMEMO",0.5,"f"
"A",1925,0.961602516540473,"NAMEMO",0.5,"f"
"L",1925,0.407489863020725,"NAMEMO",0.5,"f"
"M",1925,0.934374904039415,"NAMEMO",0.5,"f"
"T",1905,0.885223298049299,"NAMEMO",0.5,"m"
"A",1905,0.103667435064268,"NAMEMO",0.5,"m"
"L",1905,0.524413542206617,"NAMEMO",0.5,"m"
"M",1905,0.537784220318635,"NAMEMO",0.5,"m"
"T",1910,0.886091296963849,"NAMEMO",0.5,"m"
"A",1910,0.523192645429826,"NAMEMO",0.5,"m"
"L",1910,0.0570760400434659,"NAMEMO",0.5,"m"
"M",1910,0.794370456851284,"NAMEMO",0.5,"m"
"T",1915,0.720828999872878,"NAMEMO",0.5,"m"
"A",1915,0.65853015597456,"NAMEMO",0.5,"m"
"L",1915,0.216161675130242,"NAMEMO",0.5,"m"
"M",1915,0.813738404115204,"NAMEMO",0.5,"m"
"T",1920,0.428732389352447,"NAMEMO",0.5,"m"
"A",1920,0.354756798517894,"NAMEMO",0.5,"m"
"L",1920,0.0650672863671871,"NAMEMO",0.5,"m"
"M",1920,0.455935353119221,"NAMEMO",0.5,"m"
"T",1925,0.62899390714346,"NAMEMO",0.5,"m"
"A",1925,0.641930082925321,"NAMEMO",0.5,"m"
"L",1925,0.0738409216766745,"NAMEMO",0.5,"m"
"M",1925,0.745926172340133,"NAMEMO",0.5,"m"
"T",1905,0.887026621900529,"NAMEDMO",0.5,"f"
"A",1905,0.553731802020187,"NAMEDMO",0.5,"f"
"L",1905,0.126166710845462,"NAMEDMO",0.5,"f"
"M",1905,0.889332727134657,"NAMEDMO",0.5,"f"
"T",1910,0.788235408232228,"NAMEDMO",0.5,"f"
"A",1910,0.794285270792482,"NAMEDMO",0.5,"f"
"L",1910,0.252939550825802,"NAMEDMO",0.5,"f"
"M",1910,0.958103147888428,"NAMEDMO",0.5,"f"
"T",1915,0.787304107868439,"NAMEDMO",0.5,"f"
"A",1915,0.727733856890122,"NAMEDMO",0.5,"f"
"L",1915,0.18702773704883,"NAMEDMO",0.5,"f"
"M",1915,0.909904264742409,"NAMEDMO",0.5,"f"
"T",1920,0.744581871420909,"NAMEDMO",0.5,"f"
"A",1920,0.772015384807918,"NAMEDMO",0.5,"f"
"L",1920,0.23721460512468,"NAMEDMO",0.5,"f"
"M",1920,0.916802185475457,"NAMEDMO",0.5,"f"
"T",1925,0.804465004141188,"NAMEDMO",0.5,"f"
"A",1925,0.805903477105803,"NAMEDMO",0.5,"f"
"L",1925,0.0793338803796098,"NAMEDMO",0.5,"f"
"M",1925,0.944705449670907,"NAMEDMO",0.5,"f"
"T",1905,0.766312252186932,"NAMEDMO",0.5,"m"
"A",1905,0.00331023591521509,"NAMEDMO",0.5,"m"
"L",1905,0.53284244982059,"NAMEDMO",0.5,"m"
"M",1905,0.430007952309014,"NAMEDMO",0.5,"m"
"T",1910,0.840396649316069,"NAMEDMO",0.5,"m"
"A",1910,0.256783343667831,"NAMEDMO",0.5,"m"
"L",1910,0.320385766511951,"NAMEDMO",0.5,"m"
"M",1910,0.59822846036728,"NAMEDMO",0.5,"m"
"T",1915,0.722508980662755,"NAMEDMO",0.5,"m"
"A",1915,0.73558014840404,"NAMEDMO",0.5,"m"
"L",1915,0.23937414162689,"NAMEDMO",0.5,"m"
"M",1915,0.883610968126517,"NAMEDMO",0.5,"m"
"T",1920,0.713379935726691,"NAMEDMO",0.5,"m"
"A",1920,0.664989920763701,"NAMEDMO",0.5,"m"
"L",1920,0.152600134656025,"NAMEDMO",0.5,"m"
"M",1920,0.825995513159598,"NAMEDMO",0.5,"m"
"T",1925,0.768149709756936,"NAMEDMO",0.5,"m"
"A",1925,0.79260279687191,"NAMEDMO",0.5,"m"
"L",1925,0.0988321269603484,"NAMEDMO",0.5,"m"
"M",1925,0.916286973189928,"NAMEDMO",0.5,"m"
"T",1905,0.796832953315566,"NAMEYR",0.5,"f"
"A",1905,0.681867021345709,"NAMEYR",0.5,"f"
"L",1905,0.05121583698607,"NAMEYR",0.5,"f"
"M",1905,0.930244817697449,"NAMEYR",0.5,"f"
"T",1910,0.73710912945491,"NAMEYR",0.5,"f"
"A",1910,0.79824436982384,"NAMEYR",0.5,"f"
"L",1910,0.2920112468109,"NAMEYR",0.5,"f"
"M",1910,0.935755460066207,"NAMEYR",0.5,"f"
"T",1915,0.540610879177199,"NAMEYR",0.5,"f"
"A",1915,0.90942425476732,"NAMEYR",0.5,"f"
"L",1915,0.507998393400733,"NAMEYR",0.5,"f"
"M",1915,0.950299834999199,"NAMEYR",0.5,"f"
"T",1920,0.463288403971431,"NAMEYR",0.5,"f"
"A",1920,0.96098513233158,"NAMEYR",0.5,"f"
"L",1920,0.628225218113816,"NAMEYR",0.5,"f"
"M",1920,0.907632089618611,"NAMEYR",0.5,"f"
"T",1925,0.429917668268549,"NAMEYR",0.5,"f"
"A",1925,0.971103861704041,"NAMEYR",0.5,"f"
"L",1925,0.582814619473035,"NAMEYR",0.5,"f"
"M",1925,0.838008899119671,"NAMEYR",0.5,"f"
"T",1905,0.844383067725104,"NAMEYR",0.5,"m"
"A",1905,0.0721195198480507,"NAMEYR",0.5,"m"
"L",1905,0.685041962941198,"NAMEYR",0.5,"m"
"M",1905,0.424213433903908,"NAMEYR",0.5,"m"
"T",1910,0.909911360624181,"NAMEYR",0.5,"m"
"A",1910,0.392906798892297,"NAMEYR",0.5,"m"
"L",1910,0.232003748741762,"NAMEYR",0.5,"m"
"M",1910,0.730122324526229,"NAMEYR",0.5,"m"
"T",1915,0.747221613991935,"NAMEYR",0.5,"m"
"A",1915,0.754524237979102,"NAMEYR",0.5,"m"
"L",1915,0.24134604479401,"NAMEYR",0.5,"m"
"M",1915,0.909375192914523,"NAMEYR",0.5,"m"
"T",1920,0.585182607424658,"NAMEYR",0.5,"m"
"A",1920,0.683051162208291,"NAMEYR",0.5,"m"
"L",1920,0.262739942287568,"NAMEYR",0.5,"m"
"M",1920,0.774068358498738,"NAMEYR",0.5,"m"
"T",1925,0.601071442048659,"NAMEYR",0.5,"m"
"A",1925,0.844268824676088,"NAMEYR",0.5,"m"
"L",1925,0.30139842881698,"NAMEYR",0.5,"m"
"M",1925,0.855113217627416,"NAMEYR",0.5,"m"
"T",1905,0.850028861030535,"NAMEDWK",0.5,"f"
"A",1905,0.636627999585839,"NAMEDWK",0.5,"f"
"L",1905,0.0263396283701678,"NAMEDWK",0.5,"f"
"M",1905,0.927716518845996,"NAMEDWK",0.5,"f"
"T",1910,0.793923255055917,"NAMEDWK",0.5,"f"
"A",1910,0.807663132135209,"NAMEDWK",0.5,"f"
"L",1910,0.262411102579196,"NAMEDWK",0.5,"f"
"M",1910,0.970501795938093,"NAMEDWK",0.5,"f"
"T",1915,0.708246353038482,"NAMEDWK",0.5,"f"
"A",1915,0.787163445362702,"NAMEDWK",0.5,"f"
"L",1915,0.300752751431488,"NAMEDWK",0.5,"f"
"M",1915,0.913587211115277,"NAMEDWK",0.5,"f"
"T",1920,0.631792111999675,"NAMEDWK",0.5,"f"
"A",1920,0.916544847045111,"NAMEDWK",0.5,"f"
"L",1920,0.462756046828483,"NAMEDWK",0.5,"f"
"M",1920,0.961363133374846,"NAMEDWK",0.5,"f"
"T",1925,0.569804740482888,"NAMEDWK",0.5,"f"
"A",1925,0.978668054678566,"NAMEDWK",0.5,"f"
"L",1925,0.464036842165727,"NAMEDWK",0.5,"f"
"M",1925,0.92055643899682,"NAMEDWK",0.5,"f"
"T",1905,0.852976976080815,"NAMEDWK",0.5,"m"
"A",1905,0.337774155286329,"NAMEDWK",0.5,"m"
"L",1905,0.310577174217455,"NAMEDWK",0.5,"m"
"M",1905,0.680759226624934,"NAMEDWK",0.5,"m"
"T",1910,0.841985948939858,"NAMEDWK",0.5,"m"
"A",1910,0.387821489213434,"NAMEDWK",0.5,"m"
"L",1910,0.177576821592403,"NAMEDWK",0.5,"m"
"M",1910,0.677969054545262,"NAMEDWK",0.5,"m"
"T",1915,0.722290831279383,"NAMEDWK",0.5,"m"
"A",1915,0.75123672493244,"NAMEDWK",0.5,"m"
"L",1915,0.255180539178005,"NAMEDWK",0.5,"m"
"M",1915,0.894734602847727,"NAMEDWK",0.5,"m"
"T",1920,0.653253746799397,"NAMEDWK",0.5,"m"
"A",1920,0.82403063422851,"NAMEDWK",0.5,"m"
"L",1920,0.354826875006413,"NAMEDWK",0.5,"m"
"M",1920,0.907273838864094,"NAMEDWK",0.5,"m"
"T",1925,0.775530838424368,"NAMEDWK",0.5,"m"
"A",1925,0.847747956883152,"NAMEDWK",0.5,"m"
"L",1925,0.147310864378098,"NAMEDWK",0.5,"m"
"M",1925,0.954391224374883,"NAMEDWK",0.5,"m"
"T",1905,0.66569077968976,"NAMESCI",0.5,"f"
"A",1905,0.715676309195344,"NAMESCI",0.5,"f"
"L",1905,0.183279635022737,"NAMESCI",0.5,"f"
"M",1905,0.877331778143844,"NAMESCI",0.5,"f"
"T",1910,0.61115589611548,"NAMESCI",0.5,"f"
"A",1910,0.737031194995085,"NAMESCI",0.5,"f"
"L",1910,0.357087560613128,"NAMESCI",0.5,"f"
"M",1910,0.824298488128265,"NAMESCI",0.5,"f"
"T",1915,0.563119307005918,"NAMESCI",0.5,"f"
"A",1915,0.841717902414387,"NAMESCI",0.5,"f"
"L",1915,0.45497782008045,"NAMESCI",0.5,"f"
"M",1915,0.881223534328934,"NAMESCI",0.5,"f"
"T",1920,0.467105878720146,"NAMESCI",0.5,"f"
"A",1920,0.886426254543056,"NAMESCI",0.5,"f"
"L",1920,0.577431936669049,"NAMESCI",0.5,"f"
"M",1920,0.838430041770593,"NAMESCI",0.5,"f"
"T",1925,0.401941741155906,"NAMESCI",0.5,"f"
"A",1925,0.892168709154935,"NAMESCI",0.5,"f"
"L",1925,0.539040741207905,"NAMESCI",0.5,"f"
"M",1925,0.768351321360407,"NAMESCI",0.5,"f"
"T",1905,0.863577707259392,"NAMESCI",0.5,"m"
"A",1905,0.0223676394944602,"NAMESCI",0.5,"m"
"L",1905,0.583846496711968,"NAMESCI",0.5,"m"
"M",1905,0.497859121354105,"NAMESCI",0.5,"m"
"T",1910,0.796234612850474,"NAMESCI",0.5,"m"
"A",1910,0.530460266730411,"NAMESCI",0.5,"m"
"L",1910,0.0163791612554712,"NAMESCI",0.5,"m"
"M",1910,0.772791464010766,"NAMESCI",0.5,"m"
"T",1915,0.39441159527608,"NAMESCI",0.5,"m"
"A",1915,0.303351291973672,"NAMESCI",0.5,"m"
"L",1915,0.0514156256331075,"NAMESCI",0.5,"m"
"M",1915,0.393347537434245,"NAMESCI",0.5,"m"
"T",1920,0.454814784637489,"NAMESCI",0.5,"m"
"A",1920,0.373287055995086,"NAMESCI",0.5,"m"
"L",1920,0.00861428482833235,"NAMESCI",0.5,"m"
"M",1920,0.480206560416982,"NAMESCI",0.5,"m"
"T",1925,0.366606582768499,"NAMESCI",0.5,"m"
"A",1925,0.923981699210306,"NAMESCI",0.5,"m"
"L",1925,0.567339804025015,"NAMESCI",0.5,"m"
"M",1925,0.783300146538606,"NAMESCI",0.5,"m"
"T",1905,0.862309793906085,"NAMECAC",0.5,"f"
"A",1905,0.540743937778842,"NAMECAC",0.5,"f"
"L",1905,0.120472592305146,"NAMECAC",0.5,"f"
"M",1905,0.866290437001513,"NAMECAC",0.5,"f"
"T",1910,0.770855535005682,"NAMECAC",0.5,"f"
"A",1910,0.697665570275537,"NAMECAC",0.5,"f"
"L",1910,0.16825603065104,"NAMECAC",0.5,"f"
"M",1910,0.880231541215229,"NAMECAC",0.5,"f"
"T",1915,0.700357542521293,"NAMECAC",0.5,"f"
"A",1915,0.795008534482606,"NAMECAC",0.5,"f"
"L",1915,0.314015731912915,"NAMECAC",0.5,"f"
"M",1915,0.915328340086483,"NAMECAC",0.5,"f"
"T",1920,0.566782295250983,"NAMECAC",0.5,"f"
"A",1920,0.832438243215947,"NAMECAC",0.5,"f"
"L",1920,0.425343167381727,"NAMECAC",0.5,"f"
"M",1920,0.869599632108416,"NAMECAC",0.5,"f"
"T",1925,0.659996906673292,"NAMECAC",0.5,"f"
"A",1925,0.903112279905782,"NAMECAC",0.5,"f"
"L",1925,0.307022103386447,"NAMECAC",0.5,"f"
"M",1925,0.924195507855356,"NAMECAC",0.5,"f"
"T",1905,0.774528692454152,"NAMECAC",0.5,"m"
"A",1905,0.194729742562399,"NAMECAC",0.5,"m"
"L",1905,0.715275516711202,"NAMECAC",0.5,"m"
"M",1905,0.293567781482607,"NAMECAC",0.5,"m"
"T",1910,0.825534443207075,"NAMECAC",0.5,"m"
"A",1910,0.234382869233725,"NAMECAC",0.5,"m"
"L",1910,0.332579148518669,"NAMECAC",0.5,"m"
"M",1910,0.574837708976266,"NAMECAC",0.5,"m"
"T",1915,0.281038663756326,"NAMECAC",0.5,"m"
"A",1915,0.944105017553602,"NAMECAC",0.5,"m"
"L",1915,0.751092782654331,"NAMECAC",0.5,"m"
"M",1915,0.81570106311631,"NAMECAC",0.5,"m"
"T",1920,0.0408029615496835,"NAMECAC",0.5,"m"
"A",1920,0.860750195753752,"NAMECAC",0.5,"m"
"L",1920,0.831443202812179,"NAMECAC",0.5,"m"
"M",1920,0.62442323409104,"NAMECAC",0.5,"m"
"T",1925,0.123318556649064,"NAMECAC",0.5,"m"
"A",1925,0.764275608495586,"NAMECAC",0.5,"m"
"L",1925,0.875653373236289,"NAMECAC",0.5,"m"
"M",1925,0.40248416863293,"NAMECAC",0.5,"m"
"T",1905,0.851530791337038,"NAMEPRES",0.5,"f"
"A",1905,0.596820207186842,"NAMEPRES",0.5,"f"
"L",1905,0.062905661766794,"NAMEPRES",0.5,"f"
"M",1905,0.900207321676946,"NAMEPRES",0.5,"f"
"T",1910,0.8400982561865,"NAMEPRES",0.5,"f"
"A",1910,0.619375794166792,"NAMEPRES",0.5,"f"
"L",1910,0.0424116149529027,"NAMEPRES",0.5,"f"
"M",1910,0.858183961267093,"NAMEPRES",0.5,"f"
"T",1915,0.775127689927623,"NAMEPRES",0.5,"f"
"A",1915,0.81811304250967,"NAMEPRES",0.5,"f"
"L",1915,0.285769464705876,"NAMEPRES",0.5,"f"
"M",1915,0.96873818289711,"NAMEPRES",0.5,"f"
"T",1920,0.81617398483815,"NAMEPRES",0.5,"f"
"A",1920,0.721814612766661,"NAMEPRES",0.5,"f"
"L",1920,0.135592331238843,"NAMEPRES",0.5,"f"
"M",1920,0.917658593424771,"NAMEPRES",0.5,"f"
"T",1925,0.59490905654242,"NAMEPRES",0.5,"f"
"A",1925,0.857454946155146,"NAMEPRES",0.5,"f"
"L",1925,0.320150239206172,"NAMEPRES",0.5,"f"
"M",1925,0.859810895061128,"NAMEPRES",0.5,"f"
"T",1905,0.854257141311208,"NAMEPRES",0.5,"m"
"A",1905,0.119389996666973,"NAMEPRES",0.5,"m"
"L",1905,0.727089249493885,"NAMEPRES",0.5,"m"
"M",1905,0.394878761443262,"NAMEPRES",0.5,"m"
"T",1910,0.797667905999709,"NAMEPRES",0.5,"m"
"A",1910,0.0919252820888776,"NAMEPRES",0.5,"m"
"L",1910,0.65189076323396,"NAMEPRES",0.5,"m"
"M",1910,0.322663840189669,"NAMEPRES",0.5,"m"
"T",1915,0.839442470157162,"NAMEPRES",0.5,"m"
"A",1915,0.398709437222877,"NAMEPRES",0.5,"m"
"L",1915,0.177804360091788,"NAMEPRES",0.5,"m"
"M",1915,0.699567812793314,"NAMEPRES",0.5,"m"
"T",1920,0.63631874299837,"NAMEPRES",0.5,"m"
"A",1920,0.223192709863187,"NAMEPRES",0.5,"m"
"L",1920,0.233847372556728,"NAMEPRES",0.5,"m"
"M",1920,0.477220076964728,"NAMEPRES",0.5,"m"
"T",1925,0.519419867283997,"NAMEPRES",0.5,"m"
"A",1925,0.0446476194837128,"NAMEPRES",0.5,"m"
"L",1925,0.424477428295086,"NAMEPRES",0.5,"m"
"M",1925,0.316719325737441,"NAMEPRES",0.5,"m"
"T",1905,0.856405585455561,"NAMEVP",0.5,"f"
"A",1905,0.442492448640909,"NAMEVP",0.5,"f"
"L",1905,0.204002918858739,"NAMEVP",0.5,"f"
"M",1905,0.793030036617457,"NAMEVP",0.5,"f"
"T",1910,0.775938817802927,"NAMEVP",0.5,"f"
"A",1910,0.635434295525816,"NAMEVP",0.5,"f"
"L",1910,0.102533649872678,"NAMEVP",0.5,"f"
"M",1910,0.838094797647177,"NAMEVP",0.5,"f"
"T",1915,0.839896463775988,"NAMEVP",0.5,"f"
"A",1915,0.55961613053721,"NAMEVP",0.5,"f"
"L",1915,0.0172094613249683,"NAMEVP",0.5,"f"
"M",1915,0.815216477571937,"NAMEVP",0.5,"f"
"T",1920,0.891937771554168,"NAMEVP",0.5,"f"
"A",1920,0.42626908185885,"NAMEVP",0.5,"f"
"L",1920,0.214371033036517,"NAMEVP",0.5,"f"
"M",1920,0.74849447831019,"NAMEVP",0.5,"f"
"T",1925,0.817368225544515,"NAMEVP",0.5,"f"
"A",1925,0.835191160008859,"NAMEVP",0.5,"f"
"L",1925,0.0969677457477532,"NAMEVP",0.5,"f"
"M",1925,0.96994416951656,"NAMEVP",0.5,"f"
"T",1905,0.95143439028981,"NAMEVP",0.5,"m"
"A",1905,0.295052634338415,"NAMEVP",0.5,"m"
"L",1905,0.401989396560531,"NAMEVP",0.5,"m"
"M",1905,0.741069339323385,"NAMEVP",0.5,"m"
"T",1910,0.914993148011849,"NAMEVP",0.5,"m"
"A",1910,0.453982078370097,"NAMEVP",0.5,"m"
"L",1910,0.174418548272547,"NAMEVP",0.5,"m"
"M",1910,0.776437716755328,"NAMEVP",0.5,"m"
"T",1915,0.753181772017827,"NAMEVP",0.5,"m"
"A",1915,0.718181739109256,"NAMEVP",0.5,"m"
"L",1915,0.200910217961547,"NAMEVP",0.5,"m"
"M",1915,0.886241533710159,"NAMEVP",0.5,"m"
"T",1920,0.512354577183146,"NAMEVP",0.5,"m"
"A",1920,0.91250306261645,"NAMEVP",0.5,"m"
"L",1920,0.544501049850647,"NAMEVP",0.5,"m"
"M",1920,0.898343534096075,"NAMEVP",0.5,"m"
"T",1925,0.537688694864027,"NAMEVP",0.5,"m"
"A",1925,0.900567666399639,"NAMEVP",0.5,"m"
"L",1925,0.414942740292817,"NAMEVP",0.5,"m"
"M",1925,0.854529661105068,"NAMEVP",0.5,"m"
"T",1905,0.592110430617145,"VOCAB",0.5,"f"
"A",1905,0.878794838534545,"VOCAB",0.5,"f"
"L",1905,0.31017353979827,"VOCAB",0.5,"f"
"M",1905,0.939263671615588,"VOCAB",0.5,"f"
"T",1910,0.71077533153649,"VOCAB",0.5,"f"
"A",1910,0.714865319597658,"VOCAB",0.5,"f"
"L",1910,0.180497735846609,"VOCAB",0.5,"f"
"M",1910,0.855872933977029,"VOCAB",0.5,"f"
"T",1915,0.610032903244682,"VOCAB",0.5,"f"
"A",1915,0.242036267613632,"VOCAB",0.5,"f"
"L",1915,0.216592210404619,"VOCAB",0.5,"f"
"M",1915,0.48003858205361,"VOCAB",0.5,"f"
"T",1920,0.168892706322988,"VOCAB",0.5,"f"
"A",1920,0.299366839025875,"VOCAB",0.5,"f"
"L",1920,0.426341965182679,"VOCAB",0.5,"f"
"M",1920,0.118108801562195,"VOCAB",0.5,"f"
"T",1925,0.779986633145194,"VOCAB",0.5,"f"
"A",1925,0.345113860657861,"VOCAB",0.5,"f"
"L",1925,0.359347577165808,"VOCAB",0.5,"f"
"M",1925,0.647019201346289,"VOCAB",0.5,"f"
"T",1905,0.906364903285021,"VOCAB",0.5,"m"
"A",1905,0.057587941311107,"VOCAB",0.5,"m"
"L",1905,0.642423085074195,"VOCAB",0.5,"m"
"M",1905,0.573967432301752,"VOCAB",0.5,"m"
"T",1910,0.84124106952699,"VOCAB",0.5,"m"
"A",1910,0.01242866386125,"VOCAB",0.5,"m"
"L",1910,0.620024289596671,"VOCAB",0.5,"m"
"M",1910,0.441820512734881,"VOCAB",0.5,"m"
"T",1915,0.805685068592579,"VOCAB",0.5,"m"
"A",1915,0.0385188266380628,"VOCAB",0.5,"m"
"L",1915,0.56720279068007,"VOCAB",0.5,"m"
"M",1915,0.441381232816872,"VOCAB",0.5,"m"
"T",1920,0.500684423587669,"VOCAB",0.5,"m"
"A",1920,0.857162235953619,"VOCAB",0.5,"m"
"L",1920,0.480742974080862,"VOCAB",0.5,"m"
"M",1920,0.845149861978722,"VOCAB",0.5,"m"
"T",1925,0.493813345522161,"VOCAB",0.5,"m"
"A",1925,0.920771404720439,"VOCAB",0.5,"m"
"L",1925,0.474773429088078,"VOCAB",0.5,"m"
"M",1925,0.842556064514692,"VOCAB",0.5,"m"
"T",1905,0.820212029021132,"TM",0.5,"f"
"A",1905,0.70144438199569,"TM",0.5,"f"
"L",1905,0.0523361056431821,"TM",0.5,"f"
"M",1905,0.957232977601866,"TM",0.5,"f"
"T",1910,0.831586187879729,"TM",0.5,"f"
"A",1910,0.741556545669274,"TM",0.5,"f"
"L",1910,0.170438299913599,"TM",0.5,"f"
"M",1910,0.941635720134927,"TM",0.5,"f"
"T",1915,0.829959378074227,"TM",0.5,"f"
"A",1915,0.765074911393231,"TM",0.5,"f"
"L",1915,0.195073928978191,"TM",0.5,"f"
"M",1915,0.957704953971312,"TM",0.5,"f"
"T",1920,0.779327699013795,"TM",0.5,"f"
"A",1920,0.803687566493254,"TM",0.5,"f"
"L",1920,0.243930369791759,"TM",0.5,"f"
"M",1920,0.956530208790873,"TM",0.5,"f"
"T",1925,0.822192298190754,"TM",0.5,"f"
"A",1925,0.841914647992323,"TM",0.5,"f"
"L",1925,0.0993342704088698,"TM",0.5,"f"
"M",1925,0.976774803549979,"TM",0.5,"f"
"T",1905,0.869581252596376,"TM",0.5,"m"
"A",1905,0.161476649960854,"TM",0.5,"m"
"L",1905,0.752067159210762,"TM",0.5,"m"
"M",1905,0.370292851023575,"TM",0.5,"m"
"T",1910,0.914703569664207,"TM",0.5,"m"
"A",1910,0.191591267238498,"TM",0.5,"m"
"L",1910,0.436610482269912,"TM",0.5,"m"
"M",1910,0.588071312657789,"TM",0.5,"m"
"T",1915,0.753629978445956,"TM",0.5,"m"
"A",1915,0.81046484469044,"TM",0.5,"m"
"L",1915,0.29288550353237,"TM",0.5,"m"
